Curso;Cadeiras;Turno;Turma;Inscritos;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala;Lotação;Características reais da sala;Sala da aula
MF;Opções Financeiras;M2405TP01;MF-A1;58;Seg;14:30:00;16:00:00;19/09/2022;Sala Aulas Mestrado Plus;Auditório C1.04;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.01
MF;Opções Financeiras;M2405TP01;MF-A1;58;Seg;14:30:00;16:00:00;12/09/2022;Sala Aulas Mestrado Plus;Auditório Silva Leal;6.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.03
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;16/11/2022;Sala Aulas Mestrado Plus;Auditório C1.03;16.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C7.09
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;09/11/2022;Sala Aulas Mestrado Plus;Auditório C1.03;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B1.01
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;02/11/2022;Sala Aulas Mestrado Plus;Auditório C1.03;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0,00E+00
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;26/10/2022;Sala Aulas Mestrado;Auditório C1.04;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório C1.03
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;12/10/2022;Sala Aulas Mestrado Plus;Auditório C1.04;20.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.09
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;28/09/2022;Sala Aulas Mestrado Plus;Auditório C1.04;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+04
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;21/09/2022;Sala Aulas Mestrado Plus;Auditório C1.03;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.09
MF;Opções Financeiras;M2405TP01;MF-A1;58;Qua;14:30:00;16:00:00;14/09/2022;Sala Aulas Mestrado Plus;Auditório 0NE02-Caiano Pereira;498.0;Sala/anfiteatro aulas, Horário sala visível portal público;Grande Auditório
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;15/11/2022;Sala Aulas Mestrado Plus;Auditório C1.04;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.03
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;08/11/2022;Sala Aulas Mestrado Plus;Auditório C1.04;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+08
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;25/10/2022;Sala Aulas Mestrado Plus;Auditório C1.04;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório C1.03
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;11/10/2022;Sala Aulas Mestrado;Auditório C1.04;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.08
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;04/10/2022;Sala Aulas Mestrado Plus;Auditório C1.04;54.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório Silva Leal
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;27/09/2022;Sala Aulas Mestrado Plus;Auditório C1.04;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.05
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;20/09/2022;Sala Aulas Mestrado Plus;Auditório Silva Leal;68.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.07
MF;Opções Financeiras;M2405TP01;MF-A1;58;Ter;14:30:00;16:00:00;13/09/2022;Sala Aulas Mestrado Plus;Auditório Silva Leal;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.09
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;05/12/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;2,00E+06;48.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.28
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;21/11/2022;Sala de Aulas normal;2,00E+06;10.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.32
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;14/11/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.01
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;07/11/2022;Sala de Aulas normal;2,00E+06;68.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.07
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;31/10/2022;Sala de Aulas normal;2,00E+06;250.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 4
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;24/10/2022;Sala de Aulas normal;2,00E+06;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.01
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;17/10/2022;Sala de Aulas normal;2,00E+06;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;10/10/2022;Sala de Aulas normal;2,00E+06;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.07
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;03/10/2022;Sala de Aulas normal;2,00E+06;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.01
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;26/09/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.23
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;19/09/2022;Sala de Aulas normal;2,00E+06;28.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.06
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Seg;13:00:00;14:30:00;12/09/2022;Sala de Aulas normal;2,00E+06;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.25
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;2,00E+06;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+03
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;23/11/2022;Sala de Aulas normal;2,00E+06;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;Campo
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;16/11/2022;Sala de Aulas normal;2,00E+06;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.07
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;09/11/2022;Sala de Aulas normal;2,00E+06;16.0;Sala/anfiteatro aulas, Horário sala visível portal público;C7.07
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;02/11/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.23
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;26/10/2022;Sala de Aulas normal;2,00E+06;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.25
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;19/10/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+05
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;12/10/2022;Sala de Aulas normal;2,00E+06;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+06
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;28/09/2022;Sala de Aulas normal;2,00E+06;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C3.02
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;21/09/2022;Sala de Aulas normal;2,00E+06;27.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.12
CIECSH;Israel/Palestina: História, Antropologia, Política;02056TP01;CI-ECSH 1;51;Qua;13:00:00;14:30:00;14/09/2022;Sala de Aulas normal;2,00E+06;296.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 1NE03 - JJ Laginha
MES;Dissertação em Educação e Sociedade;M8031S01;MESB1;25;Qua;18:00:00;21:00:00;26/10/2022;Sala Aulas Mestrado;C5.05;16.0;Sala/anfiteatro aulas, Horário sala visível portal público;C7.08
MES;Dissertação em Educação e Sociedade;M8031S01;MESB1;25;Qua;18:00:00;21:00:00;19/10/2022;Sala Aulas Mestrado;C5.05;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.02
MES;Dissertação em Educação e Sociedade;M8031S01;MESB1;25;Qua;18:00:00;21:00:00;12/10/2022;Sala Aulas Mestrado;C5.05;6.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.03
MES;Dissertação em Educação e Sociedade;M8031S01;MESB1;25;Qua;18:00:00;21:00:00;28/09/2022;Sala Aulas Mestrado;;6.0;;C5.04
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Seg;14:30:00;16:00:00;12/12/2022;Sala/anfiteatro aulas;1,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.01
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;15/12/2022;Sala/anfiteatro aulas;1,00E+03;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;B1.01
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;24/11/2022;Sala de Aulas normal;1,00E+03;8.0;Sala/anfiteatro aulas, Horário sala visível portal público;D3.16
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;17/11/2022;Sala de Aulas normal;1,00E+03;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.26
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;10/11/2022;Sala de Aulas normal;1,00E+03;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.01
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;03/11/2022;Sala de Aulas normal;1,00E+03;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.02
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;27/10/2022;Sala de Aulas normal;1,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.09
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;20/10/2022;Sala de Aulas normal;1,00E+03;41.0;Sala/anfiteatro aulas, Horário sala visível portal público;Espaço Exposições
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;13/10/2022;Sala de Aulas normal;1,00E+03;6.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.04
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;06/10/2022;Sala de Aulas normal;1,00E+03;68.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.07
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;29/09/2022;Sala de Aulas normal;1,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+02
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qui;16:00:00;17:30:00;22/09/2022;Sala de Aulas normal;1,00E+03;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.02
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;14/12/2022;Sala de Aulas normal;1,00E+03;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.02
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;07/12/2022;Sala de Aulas normal;1,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+08
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;1,00E+03;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.09
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;23/11/2022;Sala de Aulas normal;1,00E+03;30.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.28
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;16/11/2022;Sala de Aulas normal;1,00E+03;129.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório 1
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;09/11/2022;Sala de Aulas normal;1,00E+03;192.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório B2.04
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;02/11/2022;Sala de Aulas normal;1,00E+03;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório C1.03
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;26/10/2022;Sala de Aulas normal;1,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+06
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;19/10/2022;Sala de Aulas normal;1,00E+03;180.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório B2.03
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;12/10/2022;Sala de Aulas normal;1,00E+03;56.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.07
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;28/09/2022;Sala de Aulas normal;1,00E+03;41.0;Sala/anfiteatro aulas, Horário sala visível portal público;0S01
LA;Mapas Etnográficos 1: Américas e África;L5068TP01;LAA1;40;Qua;13:00:00;14:30:00;21/09/2022;Sala de Aulas normal;1,00E+03;192.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório B2.04
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;15/12/2022;Sala de Aulas normal;2,00E+03;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.05
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;24/11/2022;Sala de Aulas normal;2,00E+03;9.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.04
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;17/11/2022;Sala de Aulas normal;2,00E+03;24.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.30
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;10/11/2022;Sala de Aulas normal;2,00E+03;204.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório B1.03
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;03/11/2022;Sala de Aulas normal;2,00E+03;70.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.07
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;27/10/2022;Sala de Aulas normal;2,00E+03;15.0;Sala/anfiteatro aulas, Horário sala visível portal público;D0.03
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;20/10/2022;Sala de Aulas normal;2,00E+03;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;Auditório C1.04
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;11:00:00;12:30:00;13/10/2022;Sala de Aulas normal;2,00E+03;40.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.02
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;15/12/2022;Sala de Aulas normal;2,00E+03;34.0;Sala/anfiteatro aulas, Horário sala visível portal público;C3.02
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;24/11/2022;Sala de Aulas normal;2,00E+03;24.0;Sala/anfiteatro aulas, Horário sala visível portal público;C2.05
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;17/11/2022;Sala de Aulas normal;2,00E+03;9.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.04
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;10/11/2022;Sala de Aulas normal;2,00E+03;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;C4.08
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;03/11/2022;Sala de Aulas normal;2,00E+03;27.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.14
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;27/10/2022;Sala de Aulas normal;2,00E+03;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;1,00E+05
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;20/10/2022;Sala de Aulas normal;2,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.29
LHMC;A Economia Mundial nos Séculos XIX e XX;L5178TP02;HMCC1, HMCB1;36;Qui;09:30:00;11:00:00;13/10/2022;Sala de Aulas normal;2,00E+03;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;C5.02
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;28/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;0NE
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;21/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;16.0;Sala/anfiteatro aulas, Horário sala visível portal público;C7.05
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;14/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;29.0;Sala/anfiteatro aulas, Horário sala visível portal público;B1
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;07/11/2022;Anfiteatro aulas;Auditório Afonso de Barros;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;A1
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;31/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;35.0;Sala/anfiteatro aulas, Horário sala visível portal público;D1.01
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;24/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.04
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;17/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;0E07.1
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;10/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.06
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;03/10/2022;Anfiteatro aulas;Auditório Afonso de Barros;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.25
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;26/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;1.0;Sala/anfiteatro aulas, Horário sala visível portal público;Balneário feminino
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;19/09/2022;Anfiteatro aulas;Auditório Afonso de Barros;16.0;Sala/anfiteatro aulas, Horário sala visível portal público;C7.05
LG;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;12/09/2022;Anfiteatro aulas;Auditório B1.03;56.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C6.08
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;25/11/2022;Sala de Aulas normal;C5.05;12.0;Sala/anfiteatro aulas, Horário sala visível portal público;C6.06
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;18/11/2022;Sala de Aulas normal;C5.05;60.0;Sala/anfiteatro aulas, Horário sala visível portal público;B3.04
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;11/11/2022;Sala de Aulas normal;C5.05;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;B2.02
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;04/11/2022;Sala de Aulas normal;C5.05;50.0;Sala/anfiteatro aulas, Horário sala visível portal público;2,00E+07
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;28/10/2022;Sala de Aulas normal;C5.05;2.0;Sala/anfiteatro aulas, Horário sala visível portal público;D0.01
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;21/10/2022;Sala de Aulas normal;C5.05;38.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA2.26
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;14/10/2022;Sala de Aulas normal;C5.05;48.0;Sala/anfiteatro aulas, Horário sala visível portal público;AA3.28
CT;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;07/10/2022;Sala de Aulas normal;C5.05;52.0;Sala/anfiteatro aulas, Horário sala visível portal público;C3.01
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;06/12/2022;Sala de Aulas normal;B2.02;52.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;1,00E+03
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;B2.02;68.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.07
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;22/11/2022;Sala de Aulas normal;B2.02;12.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B1.01
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;15/11/2022;Sala de Aulas normal;B2.02;30.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;D1.05
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;08/11/2022;Sala de Aulas normal;B2.02;20.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C4.09
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;25/10/2022;Sala de Aulas normal;B2.02;6.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;C5.04
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;18/10/2022;Sala de Aulas normal;B2.02;32.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA3.40
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;11/10/2022;Sala de Aulas normal;B2.02;29.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;B1
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;04/10/2022;Sala de Aulas normal;B2.02;1.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;Campo
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;27/09/2022;Sala de Aulas normal;B2.02;41.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;0S01
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;20/09/2022;Sala de Aulas normal;B2.02;10.0;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público;AA4.07
